"YYYYMMDD","hhmmss (UTC+0)","Type","Direction","Duration [s]"
20101015,204856,Data,Outgoing,8
20101015,205847,Data,Outgoing,24
20101015,211348,Data,Outgoing,22
20101015,212849,Data,Outgoing,24
20101015,213039,Data,Outgoing,309
20101015,213319,SMS,Outgoing,0
20101015,213605,SMS,Outgoing,0
20101015,214350,Data,Outgoing,22
20101015,215120,SMS,Outgoing,0
20101015,215140,Data,Outgoing,6
20101015,221356,SMS,Incoming,0
20101015,223046,Data,Outgoing,6
20101015,223217,SMS,Outgoing,0
20101015,223520,SMS,Incoming,0
20101015,224351,Data,Outgoing,25
20101015,233053,Data,Outgoing,6
20101015,234352,Data,Outgoing,25
20101016,003100,Data,Outgoing,6
20101016,004353,Data,Outgoing,19
20101016,013106,Data,Outgoing,6
20101016,014354,Data,Outgoing,21
20101016,023113,Data,Outgoing,6
20101016,024355,Data,Outgoing,21
20101016,033120,Data,Outgoing,6
20101016,034356,Data,Outgoing,24
20101016,043127,Data,Outgoing,6
20101016,044357,Data,Outgoing,25
20101016,053133,Data,Outgoing,6
20101016,054358,Data,Outgoing,25
20101016,063139,Data,Outgoing,6
20101016,063448,SMS,Incoming,0
20101016,064359,Data,Outgoing,22
20101016,073145,Data,Outgoing,5
20101016,073749,Voice,Incoming,604
20101016,074400,Data,Outgoing,27
20101016,074825,Data,Outgoing,281
20101016,075245,SMS,Outgoing,0
20101016,075313,Data,Outgoing,7
20101016,075544,SMS,Outgoing,0
20101016,075928,SMS,Incoming,0
20101016,080004,Voice,Outgoing,0
20101016,081008,SMS,Incoming,0
20101016,084324,Voice,Outgoing,583
20101016,084401,Data,Outgoing,28
20101016,084832,Data,Outgoing,7
20101016,085607,SMS,Incoming,0
20101016,085614,Data,Outgoing,8
20101016,085640,Voice,Outgoing,79
20101016,090043,Data,Outgoing,31
20101016,090044,SMS,Outgoing,0
20101016,092616,SMS,Incoming,0
20101016,094402,Data,Outgoing,24
20101016,094717,Voice,Outgoing,0
20101016,100143,Voice,Incoming,109
20101016,104403,Data,Outgoing,24
20101016,114404,Data,Outgoing,24
20101016,114621,Voice,Outgoing,0
20101016,114719,Voice,Outgoing,0
20101016,114957,Voice,Outgoing,0
20101016,115050,Data,Outgoing,222
20101016,124405,Data,Outgoing,24
20101016,125718,SMS,Incoming,0
20101016,125724,Data,Outgoing,7
20101016,125736,Voice,Missed call,0
20101016,130051,Data,Outgoing,99576
20101016,144451,Voice,Outgoing,0
20101016,144726,Voice,Outgoing,124
20101016,144942,Voice,Incoming,139
20101016,145336,Voice,Outgoing,0
20101016,153517,SMS,Incoming,0
20101016,153731,SMS,Outgoing,0
20101016,171855,SMS,Incoming,0
20101016,174722,SMS,Incoming,0
20101016,193109,SMS,Outgoing,0
20101016,195019,SMS,Incoming,0
20101016,211807,SMS,Incoming,0
20101016,223918,SMS,Incoming,0
20101017,075102,Voice,Missed call,0
20101017,091748,Voice,Outgoing,0
20101017,094831,Voice,Incoming,30
20101017,095447,SMS,Incoming,0
20101017,101055,SMS,Outgoing,0
20101017,120911,Voice,Outgoing,254
20101017,130545,SMS,Outgoing,0
20101017,130804,Voice,Outgoing,52
20101017,151145,Voice,Outgoing,0
20101017,151505,SMS,Outgoing,0
20101017,152122,SMS,Incoming,0
20101017,164433,Data,Outgoing,25
20101017,170109,Data,Outgoing,6
20101017,170214,Data,Outgoing,12
20101017,170322,Data,Outgoing,8
20101017,172220,Data,Outgoing,8
20101017,173116,Data,Outgoing,5
20101017,174006,Voice,Incoming,65
20101017,174323,Voice,Outgoing,390
20101017,174434,Data,Outgoing,21
20101017,175221,Data,Outgoing,6
20101017,180928,Voice,Outgoing,32
20101017,182113,SMS,Outgoing,0
20101017,182127,SMS,Incoming,0
20101017,182222,Data,Outgoing,6
20101017,184435,Data,Outgoing,21
20101017,185123,SMS,Incoming,0
20101017,185222,Data,Outgoing,6
20101017,185642,SMS,Outgoing,0
20101017,190333,SMS,Outgoing,0
20101017,190829,SMS,Incoming,0
20101017,190839,SMS,Incoming,0
20101017,192222,Data,Outgoing,6
20101017,192558,SMS,Outgoing,0
20101017,192710,SMS,Outgoing,0
20101017,192719,SMS,Incoming,0
20101017,193409,Voice,Outgoing,213
20101017,194436,Data,Outgoing,2034
20101017,200049,SMS,Outgoing,0
20101017,202222,Data,Outgoing,6
20101017,202408,SMS,Outgoing,0
20101017,202740,SMS,Incoming,0
20101017,203055,SMS,Outgoing,0
20101017,204307,Data,Outgoing,5739
20101017,213555,SMS,Outgoing,0
20101017,214800,SMS,Incoming,0
20101017,215405,SMS,Outgoing,0
20101017,220148,SMS,Incoming,0
20101017,222223,Data,Outgoing,6
20101017,222452,SMS,Outgoing,0
20101017,222941,SMS,Outgoing,0
20101017,224809,Data,Outgoing,8
20101017,224822,Data,Outgoing,313
20101018,002452,SMS,Outgoing,0
20101018,024832,Data,Outgoing,6
20101018,025225,Data,Outgoing,6
20101018,032225,Data,Outgoing,6
20101018,035225,Data,Outgoing,6
20101018,042225,Data,Outgoing,6
20101018,045225,Data,Outgoing,7
20101018,052139,SMS,Incoming,0
20101018,052225,Data,Outgoing,5
20101018,055225,Data,Outgoing,6
20101018,062226,Data,Outgoing,6
20101018,063108,Voice,Missed call,0
20101018,063605,Voice,Outgoing,0
20101018,064614,SMS,Outgoing,0
20101018,064647,Voice,Missed call,0
20101018,064802,Voice,Outgoing,36
20101018,065226,Data,Outgoing,6
20101018,070025,Voice,Outgoing,115
20101018,072226,Data,Outgoing,6
20101018,072528,Data,Outgoing,10
20101018,072541,Data,Outgoing,6
20101018,072632,SMS,Incoming,0
20101018,072708,Data,Outgoing,13
20101018,073456,SMS,Outgoing,0
20101018,073646,SMS,Outgoing,0
20101018,075137,Data,Outgoing,8
20101018,075153,SMS,Incoming,0
20101018,075225,Data,Outgoing,7
20101018,081343,SMS,Incoming,0
20101018,081914,Voice,Outgoing,38
20101018,082225,Data,Outgoing,6
20101018,083803,SMS,Outgoing,0
20101018,084217,Voice,Incoming,73
20101018,084710,Voice,Incoming,342
20101018,085226,Data,Outgoing,7
20101018,085359,SMS,Outgoing,0
20101018,085718,SMS,Incoming,0
20101018,091149,Data,Outgoing,27
20101018,091529,SMS,Incoming,0
20101018,100200,SMS,Incoming,0
20101018,102910,Data,Outgoing,160
20101018,110434,Voice,Incoming,99
20101018,111830,Data,Outgoing,72
20101018,111928,SMS,Outgoing,0
20101018,120151,SMS,Incoming,0
20101018,131154,Voice,Incoming,30
20101018,135117,Data,Outgoing,7
20101018,141413,Voice,Incoming,131
20101018,162358,Voice,Incoming,33
20101018,185126,Voice,Outgoing,310
20101018,190019,SMS,Outgoing,0
20101018,190731,SMS,Incoming,0
20101018,190858,Voice,Incoming,211
20101018,193731,SMS,Incoming,0
20101018,211138,SMS,Outgoing,0
20101019,070209,SMS,Incoming,0
20101019,073107,SMS,Outgoing,0
20101019,073913,SMS,Outgoing,0
20101019,074128,SMS,Outgoing,0
20101019,082757,SMS,Incoming,0
20101019,090737,Voice,Outgoing,181
20101019,100708,SMS,Incoming,0
20101019,101836,Voice,Outgoing,59
20101019,104035,Voice,Outgoing,1
20101019,104118,SMS,Outgoing,0
20101019,113234,Voice,Incoming,8
20101019,113326,Voice,Outgoing,0
20101019,113352,Voice,Incoming,16
20101019,113449,SMS,Outgoing,0
20101019,143329,SMS,Outgoing,0
20101019,151735,SMS,Outgoing,0
20101019,151856,SMS,Incoming,0
20101019,152903,Data,Outgoing,206
20101019,153305,SMS,Outgoing,0
20101019,153316,Voice,Outgoing,4
20101019,155358,Voice,Outgoing,0
20101019,162342,SMS,Incoming,0
20101019,170809,Voice,Incoming,155
20101019,190340,SMS,Incoming,0
20101019,190735,SMS,Outgoing,0
20101019,193052,SMS,Incoming,0
20101019,203731,SMS,Outgoing,0
20101019,204342,SMS,Outgoing,0
20101020,073327,Voice,Outgoing,4
20101020,090842,Voice,Outgoing,176
20101020,092801,Voice,Outgoing,0
20101020,092951,Voice,Outgoing,64
20101020,093116,Voice,Incoming,334
20101020,101240,SMS,Incoming,0
20101020,120346,Voice,Outgoing,478
20101020,121417,Voice,Incoming,0
20101020,121430,Voice,Outgoing,326
20101020,131134,SMS,Outgoing,0
20101020,132856,SMS,Incoming,0
20101020,134736,Voice,Incoming,100
20101020,135622,Voice,Outgoing,0
20101020,142710,SMS,Incoming,0
20101020,143228,SMS,Outgoing,0
20101020,151607,Voice,Outgoing,0
20101020,151640,Voice,Outgoing,542
20101020,154953,Voice,Outgoing,141
20101020,174618,Voice,Outgoing,0
20101020,181923,SMS,Incoming,0
20101020,182212,SMS,Outgoing,0
20101020,193832,SMS,Outgoing,0
20101020,195306,SMS,Incoming,0
20101020,202523,SMS,Outgoing,0
20101020,213216,SMS,Incoming,0
20101020,213427,SMS,Outgoing,0
20101020,213559,SMS,Incoming,0
20101020,214013,SMS,Outgoing,0
20101021,061238,SMS,Incoming,0
20101021,065727,SMS,Incoming,0
20101021,065828,SMS,Outgoing,0
20101021,070036,SMS,Incoming,0
20101021,070306,SMS,Outgoing,0
20101021,071349,SMS,Incoming,0
20101021,082329,SMS,Incoming,0
20101021,082401,SMS,Incoming,0
20101021,092715,Voice,Outgoing,0
20101021,093338,Voice,Outgoing,81
20101021,094214,SMS,Outgoing,0
20101021,095350,SMS,Incoming,0
20101021,101259,Voice,Outgoing,0
20101021,101317,Voice,Outgoing,0
20101021,103046,Voice,Outgoing,178
20101021,112929,Voice,Outgoing,337
20101021,114117,SMS,Outgoing,0
20101021,114234,SMS,Incoming,0
20101021,114442,SMS,Outgoing,0
20101021,114643,SMS,Incoming,0
20101021,115027,SMS,Outgoing,0
20101021,115334,SMS,Outgoing,0
20101021,115409,SMS,Outgoing,0
20101021,115434,SMS,Incoming,0
20101021,120611,SMS,Incoming,0
20101021,120840,SMS,Outgoing,0
20101021,121212,SMS,Incoming,0
20101021,121331,Voice,Outgoing,34
20101021,121433,SMS,Outgoing,0
20101021,121752,SMS,Incoming,0
20101021,125417,Voice,Outgoing,0
20101021,125436,Voice,Outgoing,0
20101021,125502,Voice,Outgoing,23
20101021,125701,Voice,Outgoing,0
20101021,125703,SMS,Outgoing,0
20101021,125848,SMS,Outgoing,0
20101021,142735,SMS,Outgoing,0
20101021,143550,SMS,Incoming,0
20101021,144222,SMS,Incoming,0
20101021,153418,SMS,Outgoing,0
20101021,153845,SMS,Incoming,0
20101021,155331,SMS,Outgoing,0
20101021,155832,SMS,Outgoing,0
20101021,160006,SMS,Incoming,0
20101021,162602,SMS,Outgoing,0
20101021,163357,SMS,Outgoing,0
20101021,163529,SMS,Incoming,0
20101021,164410,Voice,Outgoing,28
20101021,164616,SMS,Incoming,0
20101021,175129,Voice,Outgoing,0
20101021,180037,SMS,Outgoing,0
20101021,180050,SMS,Incoming,0
20101021,180113,SMS,Incoming,0
20101021,180659,Voice,Incoming,69
20101021,190517,SMS,Incoming,0
20101021,190657,SMS,Outgoing,0
20101021,190733,SMS,Incoming,0
20101021,211956,Data,Outgoing,9
20101021,212006,Data,Outgoing,198
20101021,214322,Data,Outgoing,1043
20101021,230339,SMS,Outgoing,0
20101021,233500,SMS,Outgoing,0
20101021,235518,SMS,Incoming,0
20101022,002129,SMS,Outgoing,0
20101022,015727,SMS,Incoming,0
20101022,060654,SMS,Outgoing,0
20101022,061237,SMS,Incoming,0
20101022,071600,Voice,Outgoing,225
20101022,072138,Voice,Outgoing,0
20101022,072140,SMS,Outgoing,0
20101022,072831,Voice,Outgoing,0
20101022,073419,Voice,Outgoing,286
20101022,081053,SMS,Outgoing,0
20101022,081936,SMS,Incoming,0
20101022,082153,SMS,Outgoing,0
20101022,082520,SMS,Incoming,0
20101022,082646,SMS,Outgoing,0
20101022,083317,SMS,Incoming,0
20101022,083806,SMS,Incoming,0
20101022,090514,Voice,Incoming,120
20101022,090723,SMS,Incoming,0
20101022,091201,SMS,Outgoing,0
20101022,101924,Voice,Outgoing,0
20101022,101930,Voice,Outgoing,0
20101022,103739,SMS,Incoming,0
20101022,103958,SMS,Outgoing,0
20101022,104732,Voice,Incoming,98
20101022,104950,SMS,Outgoing,0
20101022,105504,Voice,Incoming,90
20101022,141017,SMS,Outgoing,0
20101022,143712,Voice,Outgoing,145
20101022,144646,Voice,Outgoing,137
20101022,150305,SMS,Incoming,0
20101022,153859,SMS,Incoming,0
20101022,154141,SMS,Outgoing,0
20101022,163456,Voice,Outgoing,163
20101022,164934,SMS,Incoming,0
20101022,172446,Voice,Outgoing,42
20101022,215351,SMS,Incoming,0
20101022,220453,SMS,Outgoing,0
20101022,220520,SMS,Outgoing,0
20101023,063101,SMS,Incoming,0
20101023,063322,SMS,Outgoing,0
20101023,063841,SMS,Incoming,0
20101023,092832,Data,Outgoing,83
20101023,093003,Data,Outgoing,84
20101023,093131,Data,Outgoing,31
20101023,093206,Data,Outgoing,2721
20101023,104443,SMS,Incoming,0
20101023,105953,Voice,Missed call,0
20101023,120336,SMS,Incoming,0
20101023,131608,SMS,Outgoing,0
20101023,131715,SMS,Outgoing,0
20101023,131729,Voice,Outgoing,184
20101023,150218,Voice,Outgoing,29
20101023,153753,Voice,Outgoing,639
20101023,175359,Voice,Incoming,69
20101023,175520,Voice,Outgoing,0
20101023,175601,Voice,Outgoing,0
20101023,175643,Voice,Outgoing,106
20101023,180507,Voice,Outgoing,0
20101023,180946,SMS,Incoming,0
20101023,181721,SMS,Outgoing,0
20101023,182501,SMS,Incoming,0
20101023,193328,SMS,Outgoing,0
20101023,194229,SMS,Outgoing,0
20101023,201903,SMS,Incoming,0
20101023,202105,SMS,Outgoing,0
20101023,202303,SMS,Incoming,0
20101023,202447,SMS,Outgoing,0
20101023,203033,SMS,Incoming,0
20101024,075044,SMS,Incoming,0
20101024,075458,SMS,Outgoing,0
20101024,075614,SMS,Outgoing,0
20101024,102900,Voice,Missed call,0
20101024,112203,Voice,Outgoing,0
20101024,113323,SMS,Incoming,0
20101024,113329,Data,Outgoing,7
20101024,113541,SMS,Outgoing,0
20101024,113633,SMS,Incoming,0
20101024,113720,SMS,Outgoing,0
20101024,114419,Voice,Outgoing,38
20101024,121535,SMS,Incoming,0
20101024,163322,SMS,Incoming,0
20101024,165218,SMS,Outgoing,0
20101024,170033,SMS,Outgoing,0
20101024,172059,SMS,Incoming,0
20101024,195302,SMS,Incoming,0
20101024,200132,SMS,Incoming,0
20101024,201517,SMS,Outgoing,0
20101024,210807,SMS,Outgoing,0
20101024,213352,SMS,Incoming,0
20101024,213355,SMS,Incoming,0
20101024,213607,SMS,Outgoing,0
20101025,072716,Voice,Outgoing,0
20101025,072809,Voice,Outgoing,0
20101025,073150,Voice,Incoming,27
20101025,082028,SMS,Incoming,0
20101025,083109,SMS,Outgoing,0
20101025,085930,Voice,Outgoing,0
20101025,085957,Voice,Incoming,133
20101025,090226,Voice,Outgoing,158
20101025,094915,SMS,Outgoing,0
20101025,095400,SMS,Incoming,0
20101025,095853,SMS,Outgoing,0
20101025,101738,Voice,Incoming,57
20101025,110912,Voice,Outgoing,192
20101025,115344,Voice,Incoming,65
20101025,134243,SMS,Incoming,0
20101025,134538,SMS,Outgoing,0
20101025,135104,SMS,Incoming,0
20101025,155914,SMS,Incoming,0
20101025,155949,SMS,Outgoing,0
20101025,162009,Voice,Outgoing,169
20101025,162556,Voice,Outgoing,6
20101025,165002,SMS,Incoming,0
20101025,165106,SMS,Outgoing,0
20101025,185141,SMS,Outgoing,0
20101025,185710,SMS,Incoming,0
20101025,200723,Voice,Outgoing,111
20101025,201021,SMS,Outgoing,0
20101025,202426,SMS,Outgoing,0
20101025,202600,SMS,Outgoing,0
20101025,203133,SMS,Outgoing,0
20101026,050949,SMS,Incoming,0
20101026,065033,SMS,Incoming,0
20101026,065248,SMS,Incoming,0
20101026,065556,Data,Outgoing,8
20101026,065836,SMS,Incoming,0
20101026,070058,SMS,Outgoing,0
20101026,072230,SMS,Incoming,0
20101026,090518,SMS,Incoming,0
20101026,100422,Voice,Incoming,41
20101026,125433,Voice,Outgoing,161
20101026,134028,Voice,Outgoing,0
20101026,140419,Voice,Missed call,0
20101026,142239,SMS,Incoming,0
20101026,152523,Voice,Outgoing,694
20101026,155931,Voice,Outgoing,0
20101026,172200,Voice,Missed call,0
20101026,172944,Voice,Outgoing,0
20101026,173023,Voice,Outgoing,3
20101026,173035,Voice,Outgoing,0
20101026,173104,Voice,Outgoing,24
20101026,173203,Voice,Outgoing,2
20101026,173248,SMS,Incoming,0
20101026,175036,SMS,Incoming,0
20101026,175903,Voice,Outgoing,0
20101026,175907,SMS,Outgoing,0
20101026,180141,SMS,Incoming,0
20101026,180158,Voice,Missed call,0
20101026,180450,SMS,Outgoing,0
20101026,182109,Voice,Outgoing,318
20101027,065705,Voice,Missed call,0
20101027,070244,Voice,Incoming,523
20101027,071903,SMS,Outgoing,0
20101027,072142,SMS,Outgoing,0
20101027,072255,SMS,Incoming,0
20101027,072349,SMS,Outgoing,0
20101027,072618,Voice,Outgoing,120
20101027,081721,Voice,Outgoing,0
20101027,081729,Voice,Outgoing,0
20101027,083142,SMS,Outgoing,0
20101027,083920,SMS,Incoming,0
20101027,084312,Voice,Outgoing,174
20101027,112334,SMS,Incoming,0
20101027,154830,Voice,Missed call,0
20101027,160803,Voice,Missed call,0
20101027,160958,SMS,Incoming,0
20101027,161621,Voice,Outgoing,20
20101027,165758,SMS,Incoming,0
20101027,165915,SMS,Outgoing,0
20101027,171605,Voice,Missed call,0
20101027,171703,Voice,Missed call,0
20101027,172253,Voice,Outgoing,74
20101027,174102,Voice,Outgoing,79
20101027,175325,Voice,Incoming,13
20101027,175545,Voice,Incoming,99
20101027,192755,SMS,Outgoing,0
20101027,201745,Data,Outgoing,141
20101028,054921,SMS,Incoming,0
20101028,054928,Data,Outgoing,23
20101028,101345,Voice,Outgoing,39
20101028,103907,Voice,Outgoing,26
20101028,105358,Voice,Outgoing,0
20101028,114706,Voice,Outgoing,126
20101028,115227,Voice,Outgoing,45
20101028,115509,Voice,Incoming,39
20101028,140135,SMS,Incoming,0
20101028,140216,Voice,Outgoing,155
20101028,150312,Voice,Outgoing,149
20101028,155345,Voice,Outgoing,302
20101028,173200,SMS,Incoming,0
20101028,190101,Voice,Missed call,0
20101028,193855,Voice,Outgoing,0
20101028,193949,SMS,Outgoing,0
20101028,194010,Voice,Outgoing,21
20101028,194727,Data,Outgoing,127
20101028,213920,Voice,Outgoing,8
20101028,214058,SMS,Outgoing,0
20101028,214306,SMS,Incoming,0
20101029,025357,SMS,Outgoing,0
20101029,025411,SMS,Outgoing,0
20101029,030255,SMS,Outgoing,0
20101029,035159,SMS,Incoming,0
20101029,055713,Voice,Incoming,7
20101029,061347,Voice,Outgoing,5
20101029,061446,Voice,Outgoing,20
20101029,062312,SMS,Outgoing,0
20101029,062424,SMS,Incoming,0
20101029,062453,Voice,Outgoing,222
20101029,072622,SMS,Incoming,0
20101029,072745,SMS,Outgoing,0
20101029,073431,Voice,Outgoing,0
20101029,073452,Voice,Outgoing,0
20101029,073913,SMS,Outgoing,0
20101029,074709,Voice,Incoming,95
20101029,074902,Voice,Outgoing,88
20101029,080529,Voice,Outgoing,111
20101029,082557,Voice,Outgoing,38
20101029,090218,SMS,Incoming,0
20101029,090854,SMS,Incoming,0
20101029,091039,SMS,Outgoing,0
20101029,093056,SMS,Outgoing,0
20101029,095035,SMS,Outgoing,0
20101029,095422,SMS,Incoming,0
20101029,105820,SMS,Outgoing,0
20101029,120104,Voice,Incoming,79
20101029,120329,Voice,Outgoing,32
20101029,120408,Voice,Outgoing,0
20101029,120431,Voice,Outgoing,29
20101029,131541,Voice,Incoming,72
20101029,131700,Voice,Outgoing,0
20101029,131934,SMS,Outgoing,0
20101029,132502,Voice,Incoming,82
20101029,135143,Voice,Incoming,10
20101029,140113,Voice,Outgoing,34
20101029,145515,Voice,Incoming,28
20101029,155657,SMS,Incoming,0
20101030,114021,Voice,Incoming,13
20101030,114058,Voice,Incoming,33
20101030,140309,Voice,Outgoing,0
20101030,140334,Voice,Outgoing,0
20101030,140853,Voice,Outgoing,0
20101030,141419,Voice,Outgoing,36
20101030,142436,Voice,Incoming,80
20101030,145024,Voice,Outgoing,116
20101030,154213,Voice,Outgoing,47
20101030,162526,Voice,Outgoing,0
20101030,162739,Voice,Outgoing,0
20101030,174301,Voice,Outgoing,11
20101030,181836,Voice,Outgoing,70
20101030,182123,Voice,Outgoing,21
20101030,200934,SMS,Outgoing,0
20101031,081845,Voice,Outgoing,0
20101031,082046,Voice,Incoming,0
20101031,095204,Voice,Outgoing,0
20101031,095214,Voice,Outgoing,0
20101031,095222,Voice,Outgoing,0
20101031,101011,Voice,Outgoing,39
20101031,101111,Voice,Outgoing,25
20101031,113821,Voice,Outgoing,0
20101031,113913,Voice,Outgoing,9
20101031,113932,Voice,Outgoing,0
20101031,114151,SMS,Outgoing,0
20101031,114346,SMS,Incoming,0
20101031,115319,SMS,Outgoing,0
20101031,115512,SMS,Incoming,0
20101031,120602,SMS,Outgoing,0
20101031,132103,Voice,Missed call,0
20101031,133517,Voice,Missed call,0
20101031,135613,Voice,Outgoing,0
20101031,143220,SMS,Outgoing,0
20101031,170842,Voice,Missed call,0
20101031,182838,Voice,Outgoing,65
20101031,212853,SMS,Outgoing,0
20101031,214926,SMS,Incoming,0
20101101,063001,Voice,Incoming,29
20101101,064328,SMS,Incoming,0
20101101,064629,SMS,Outgoing,0
20101101,065117,SMS,Incoming,0
20101101,065418,SMS,Outgoing,0
20101101,065850,SMS,Incoming,0
20101101,080804,SMS,Incoming,0
20101101,080852,SMS,Outgoing,0
20101101,101831,Voice,Missed call,0
20101101,112807,Voice,Outgoing,25
20101101,112843,Data,Outgoing,114
20101101,113055,Data,Outgoing,47
20101101,121039,SMS,Incoming,0
20101101,121128,SMS,Outgoing,0
20101101,125313,SMS,Outgoing,0
20101101,125406,SMS,Incoming,0
20101101,133514,SMS,Outgoing,0
20101101,134257,Voice,Outgoing,201
20101101,144919,Voice,Outgoing,0
20101101,150027,Voice,Outgoing,0
20101101,150047,Voice,Outgoing,0
20101101,150148,Voice,Outgoing,0
20101101,150334,Voice,Incoming,113
20101101,160554,Voice,Incoming,38
20101101,163542,Voice,Outgoing,73
20101101,164844,Data,Outgoing,1043
20101101,170245,Voice,Incoming,0
20101101,170611,Data,Outgoing,74
20101101,180611,Voice,Outgoing,9
20101101,180657,SMS,Outgoing,0
20101101,180742,SMS,Incoming,0
20101101,183803,SMS,Incoming,0
20101101,191028,SMS,Outgoing,0
20101101,201154,Data,Outgoing,88
20101101,201323,Data,Outgoing,113
20101101,204320,Data,Outgoing,9
20101101,205038,Data,Outgoing,232
20101101,220958,Data,Outgoing,84
20101101,221858,SMS,Outgoing,0
20101101,222535,SMS,Outgoing,0
20101102,071806,Voice,Outgoing,69
20101102,072146,Voice,Outgoing,13
20101102,080932,Voice,Outgoing,58
20101102,081931,Voice,Outgoing,149
20101102,091844,SMS,Outgoing,0
20101102,094542,SMS,Incoming,0
20101102,094743,SMS,Outgoing,0
20101102,094856,SMS,Incoming,0
20101102,094952,SMS,Incoming,0
20101102,095250,SMS,Outgoing,0
20101102,095427,SMS,Incoming,0
20101102,095515,SMS,Outgoing,0
20101102,170337,Voice,Outgoing,0
20101102,170448,SMS,Incoming,0
20101102,171840,SMS,Outgoing,0
20101102,172449,Voice,Outgoing,657
20101102,172834,SMS,Incoming,0
20101102,173612,SMS,Outgoing,0
20101102,173730,Voice,Incoming,24
20101102,174027,Voice,Outgoing,26
20101102,194625,SMS,Incoming,0
20101103,100052,Voice,Outgoing,0
20101103,100058,SMS,Outgoing,0
20101103,100346,SMS,Incoming,0
20101103,102257,SMS,Incoming,0
20101103,102309,Data,Outgoing,19
20101103,103004,SMS,Outgoing,0
20101103,144716,Voice,Outgoing,0
20101103,144908,Voice,Outgoing,0
20101103,144911,SMS,Outgoing,0
20101103,150831,SMS,Incoming,0
20101103,160616,Voice,Incoming,186
20101103,161554,Voice,Outgoing,26
20101103,162744,Voice,Incoming,9
20101103,173540,Voice,Outgoing,116
20101103,180413,SMS,Outgoing,0
20101103,180414,SMS,Incoming,0
20101103,181651,Voice,Outgoing,7
20101103,222650,SMS,Outgoing,0
20101104,075830,Voice,Outgoing,37
20101104,084713,Voice,Missed call,0
20101104,092559,Voice,Missed call,0
20101104,095137,SMS,Incoming,0
20101104,095218,Voice,Outgoing,257
20101104,101002,Voice,Outgoing,145
20101104,115122,Voice,Outgoing,95
20101104,133952,Voice,Outgoing,106
20101104,134145,Voice,Outgoing,0
20101104,142300,Voice,Incoming,85
20101104,144509,Voice,Incoming,76
20101104,161309,Voice,Outgoing,0
20101104,161900,Voice,Incoming,102
20101104,174133,SMS,Outgoing,0
20101104,181619,SMS,Outgoing,0
20101105,083052,Data,Outgoing,25
20101105,083331,Data,Outgoing,46
20101105,083421,Data,Outgoing,30
20101105,083500,Data,Outgoing,40
20101105,083543,Data,Outgoing,10
20101105,083559,Data,Outgoing,17
20101105,083625,Data,Outgoing,10
20101105,083726,Data,Outgoing,13
20101105,083744,Data,Outgoing,15
20101105,083845,Data,Outgoing,8
20101105,083929,Data,Outgoing,40
20101105,084010,Data,Outgoing,22
20101105,091011,Voice,Outgoing,102
20101105,091600,Voice,Outgoing,0
20101105,110354,Voice,Incoming,85
20101105,112959,Voice,Incoming,67
20101105,113209,SMS,Outgoing,0
20101105,161524,SMS,Outgoing,0
20101105,163026,SMS,Incoming,0
20101105,165650,SMS,Incoming,0
20101105,195357,SMS,Incoming,0
20101105,202226,SMS,Incoming,0
20101105,204851,Voice,Outgoing,265
20101105,205537,SMS,Outgoing,0
20101105,205554,SMS,Incoming,0
20101105,205723,SMS,Outgoing,0
20101105,210922,SMS,Incoming,0
20101105,214809,SMS,Outgoing,0
20101105,220209,Data,Outgoing,17
20101106,065147,SMS,Incoming,0
20101106,070134,Data,Outgoing,173
20101106,081541,SMS,Incoming,0
20101106,081940,SMS,Outgoing,0
20101106,082008,SMS,Incoming,0
20101106,092658,Voice,Outgoing,80
20101106,092853,Data,Outgoing,266
20101106,093246,SMS,Outgoing,0
20101106,093604,SMS,Incoming,0
20101106,193700,SMS,Outgoing,0
20101106,193731,SMS,Incoming,0
20101106,193857,SMS,Incoming,0
20101106,193900,SMS,Incoming,0
20101106,194547,SMS,Incoming,0
20101106,204402,SMS,Outgoing,0
20101106,204730,SMS,Incoming,0
20101106,204931,SMS,Incoming,0
20101106,214834,SMS,Incoming,0
20101106,215501,SMS,Outgoing,0
20101107,054515,SMS,Outgoing,0
20101107,062709,SMS,Outgoing,0
20101107,074026,SMS,Outgoing,0
20101107,080159,SMS,Incoming,0
20101107,121010,SMS,Incoming,0
20101107,121018,Data,Outgoing,26
20101107,160406,Data,Outgoing,87
20101107,160530,SMS,Outgoing,0
20101107,170301,SMS,Incoming,0
20101107,173521,Voice,Incoming,124
20101107,182423,SMS,Incoming,0
20101107,193915,SMS,Outgoing,0
20101107,200105,SMS,Outgoing,0
20101107,201458,SMS,Outgoing,0
20101107,201656,SMS,Incoming,0
20101107,204920,SMS,Outgoing,0
20101107,205315,SMS,Incoming,0
20101107,214940,SMS,Incoming,0
20101107,215226,SMS,Incoming,0
20101107,215327,SMS,Outgoing,0
20101107,215409,SMS,Incoming,0
20101107,221423,SMS,Incoming,0
20101108,011458,SMS,Outgoing,0
20101108,011619,SMS,Incoming,0
20101108,052339,SMS,Outgoing,0
20101108,120302,Voice,Missed call,0
20101108,124442,SMS,Incoming,0
20101108,125455,SMS,Incoming,0
20101108,142230,SMS,Outgoing,0
20101108,142449,SMS,Incoming,0
20101108,142748,SMS,Outgoing,0
20101108,193934,SMS,Outgoing,0
20101108,195152,SMS,Outgoing,0
20101108,203640,SMS,Incoming,0
20101108,204542,SMS,Incoming,0
